100000 200000
196 98877 4457
1 98873 7764
109 98872 7305
32503 66067 2408
16258 16259 284
45513 92726 3676
18435 36276 4014
54521 54522 683
7257 7258 454
22821 94656 2963
34600 94241 5940
166 98960 9137
83352 83353 231
29393 29394 61
66726 66727 751
90508 90509 464
27355 60335 7560
71 98829 4905
63624 81162 8380
24 98916 3106
2046 33290 1270
9827 34854 6209
44215 44216 684
60479 60480 561
44574 74610 3818
95471 95472 598
31526 43696 4901
96065 96066 898
30212 66332 8099
171 98852 7354
73648 73649 326
18942 35252 7778
65357 65358 238
85394 85395 791
91145 91146 544
71106 71107 258
27829 59269 4424
19529 19530 623
49 98957 2405
63 98915 9323
38725 38726 178
61451 61452 301
15608 55499 8071
65377 65378 516
141 98945 2437
67302 67303 869
19576 63196 5574
82069 82070 809
59643 59644 717
194 98913 6141
46 98822 3969
25731 33887 7712
25992 25993 308
15 98941 8534
51458 51459 552
65467 93961 3469
4522 4523 250
31264 31265 559
46322 46323 777
50098 50099 878
5220 5221 165
32934 32935 110
88302 88303 186
197 98808 4417
12942 60215 2516
12284 44958 1238
19280 19281 804
99 98946 8593
48262 48263 114
83147 92267 4331
19996 60925 9065
69643 69644 325
200 98847 3792
19483 19484 622
25113 25114 521
95165 95166 382
77340 77341 91
65177 69243 7481
13648 67975 5626
81075 81076 551
44742 89594 4720
4771 4772 883
19488 19489 816
47851 47852 484
913 914 189
43845 87327 9831
129 98998 6629
89952 89953 286
17727 17728 765
96 98815 2206
71593 71594 133
198 98932 4775
33498 75237 7673
5347 5348 211
6550 54695 9838
6334 6335 580
105 98823 5148
19702 61898 2073
23479 23480 845
25206 81438 6290
9233 9234 96
98489 98490 221
51388 51389 688
13010 13011 229
56762 99482 4924
57269 57270 570
6619 6620 362
22 98993 8385
92973 92974 284
83998 83999 266
48274 48275 117
10191 10192 847
38901 38902 13
13490 77302 2963
75114 75115 792
15173 15174 60
84370 84371 432
45224 46259 8680
120 98861 6826
4676 29270 2587
9 98820 3188
86463 99592 6013
21753 58390 8152
26878 47149 7877
2369 2370 329
60552 60553 193
38668 55036 7304
96570 96571 709
2980 2981 506
71689 71690 330
76268 76269 868
176 98910 7956
39249 65159 1748
55255 79329 6084
81705 81706 692
31017 72898 7078
8142 53462 5968
76251 76252 261
196 98976 7831
32 98881 9506
66929 66930 793
16693 16694 642
21572 21573 692
109 98989 9102
9964 99047 1172
64878 64879 15
1865 1866 94
24270 24271 588
179 98819 4027
20 98821 8982
34930 79416 1332
13895 14109 2147
38283 38284 157
33080 33081 162
31078 69939 5964
38389 38390 198
26317 26318 238
77763 77764 772
71 98950 7239
53780 95320 6570
48958 48959 283
21628 79638 8956
39090 51546 7138
5518 5519 83
25548 25549 41
75182 75183 523
124 98848 9534
35353 99714 2706
12859 12860 248
14229 33209 7106
4255 17995 6025
171 98961 3371
23 98896 8274
44958 99301 4007
83492 83493 835
75099 85967 7692
180 98913 5283
31355 31356 898
3174 9300 3368
738 739 286
79582 79583 184
30705 30706 488
40067 83311 5054
96753 96754 728
4134 14364 2767
9862 19975 4567
5487 97952 2969
28313 28314 188
65347 65348 693
58254 79968 5530
88732 88733 340
49401 86437 2775
77391 80964 5400
8 98832 9903
98223 98224 302
97255 97256 443
69346 69347 805
27 98935 4568
15005 15006 446
37262 64295 2030
155 98928 9599
40854 40855 221
83838 83839 43
4095 4096 288
62298 62299 67
92851 92852 510
8979 51710 1228
42493 49019 6722
97953 97954 454
15496 15497 70
84 98961 1211
122 98932 6240
20186 56439 7139
24355 24356 465
643 57034 8244
94704 94705 665
88407 88408 640
200 98954 2918
81103 81104 25
18788 74457 7140
52373 71489 1885
178 98837 3242
2053 40503 2832
73292 73293 308
91620 94456 2981
62516 62517 279
57868 88692 4619
88694 88695 796
28068 28069 567
72199 72200 31
15287 68936 8170
73078 73079 31
48365 92538 2223
84334 84335 462
51084 51085 155
56525 69576 9407
81855 81856 815
36225 36226 580
37727 52331 6762
14 98801 9181
38359 38360 200
326 327 271
53 98837 4602
181 98880 7736
98 98848 3322
90260 90261 215
43807 43808 238
15786 99795 1491
190 98966 6804
35128 35129 88
18684 18685 209
36360 77107 9185
63193 98721 5560
6083 72528 2263
35631 53139 7227
184 98891 7270
46311 46312 757
3111 99619 8778
64444 64445 347
78375 78376 616
40636 40637 624
20260 20433 5528
16667 16668 620
53993 53994 284
18703 18704 731
120 99000 8218
3778 3779 42
3649 90538 6559
18928 48179 7547
10647 10648 816
182 98848 1734
59108 59109 693
13793 13794 318
90281 90282 509
15258 15259 825
55744 55745 281
28 98922 1380
43148 43149 285
165 98959 5996
38372 62883 5644
53183 78649 4724
94387 94388 129
42382 42383 393
73545 73546 367
59241 87290 2929
14147 39042 6232
10022 10023 91
8502 8503 457
38783 58642 3765
94804 94805 321
701 702 118
50896 71011 5878
84889 86502 5102
59364 59365 591
53571 53572 439
9310 9311 762
26637 26638 306
3682 3683 519
20 98952 9508
4690 62229 4081
58734 60112 8043
188 98886 1624
27344 27345 802
91552 91553 526
157 98865 3086
18070 18071 710
29178 29179 42
46084 47073 7983
13736 13737 279
5292 5293 395
36467 36468 597
23921 61185 9622
2808 2809 657
35515 52036 3212
160 98954 6011
49443 49444 373
43992 43993 462
58596 58597 438
37127 44788 9586
24309 87267 8389
23422 53653 2081
69068 69069 352
74013 74014 694
25116 25117 786
72054 72055 768
16 98941 7776
104 98961 2356
55794 55795 124
51281 51282 533
85 98993 6470
23403 23404 354
18657 39202 8728
98304 98305 322
163 98895 8718
11252 75639 1200
24907 24908 179
73331 79719 7743
33653 33654 239
22115 22116 225
35339 47714 5060
343 344 501
68 98992 2832
48521 48522 612
42586 42587 732
55 98906 1105
5556 52936 1937
11422 11423 217
8 98971 1793
75975 75976 115
80350 80351 877
66720 66721 493
28019 28020 703
108 98836 4316
4586 4587 767
17840 17841 34
5302 5303 60
89285 89286 279
47849 47850 757
86505 86506 707
32846 32847 285
28700 28701 783
56603 56604 411
7 98916 7838
7717 7718 680
97480 97481 723
164 98965 9033
32898 99077 2234
60 98886 4047
6353 37636 6570
19655 57609 5137
54721 54722 588
70764 70765 185
69310 69311 453
58295 58296 855
40293 40294 438
10512 35061 6499
78584 78585 659
29807 29808 552
55281 55282 599
91 98807 4661
16278 22459 6300
39075 65015 5480
60570 60571 39
14201 43116 4072
33805 35623 1279
7699 7700 886
170 98999 9968
139 98956 5559
6644 61294 8120
80596 99120 8002
31679 50315 3606
53 98970 3986
32557 36120 6947
45 98906 5413
22118 22119 284
190 98845 4833
22610 60794 6741
106 98904 1081
27016 27017 627
20170 93695 7851
10676 96584 4943
8522 82939 6751
76722 76723 776
47832 62891 1616
71233 71234 814
51387 51388 46
83994 83995 732
154 98802 6286
32622 83359 5466
15 98971 4709
90621 90622 484
26431 26432 359
3630 3631 653
45502 45503 585
46260 46261 757
8944 8945 653
40601 40602 639
92351 92352 488
76491 76492 580
112 98870 1404
32061 76524 7147
93836 93837 108
25663 25664 667
8495 8496 676
61200 61201 588
70 98803 5554
63185 63186 600
168 98935 8285
48815 48816 181
77175 77176 696
71481 96848 8494
71894 72969 3354
2744 2745 573
8446 8447 101
32308 32309 635
76207 76208 831
25159 25160 775
66978 79015 4570
70263 70264 217
104 98948 1024
65768 65769 170
78658 78659 632
15704 15705 213
125 98834 3573
91476 91477 269
36878 36879 601
75382 75383 342
85215 85216 122
6258 16538 7049
160 98821 5509
28960 63050 8395
3537 42188 4920
83720 83721 350
68535 81837 1305
77180 77181 550
65 98968 7815
7414 7415 88
32389 32390 848
57663 57664 213
88050 90951 8664
116 98825 6934
98719 98720 312
71839 71840 597
72705 72706 100
53369 53370 21
23688 84931 2417
47216 47217 185
79491 93544 3222
2704 2705 33
946 18063 5509
172 98938 1912
88 98885 4958
68 98875 6825
53816 53817 474
34461 34462 100
67077 97967 1894
75302 75303 627
85527 85528 897
37622 47046 1876
76800 76801 557
10546 83029 2426
47855 47856 498
34722 42276 6956
21896 69017 8349
65473 65474 704
108 98959 9252
36198 99848 3936
18021 18022 533
10937 97703 3497
85753 85754 558
30627 30628 654
16649 16650 11
195 98889 5494
3160 3161 83
23932 75227 1458
164 98840 5898
91 98920 3354
81671 93899 3952
68164 99536 1610
32599 32600 437
4433 4434 41
94445 94446 857
16276 16277 624
25574 25575 701
69 98949 9268
73405 73406 725
7829 7830 851
95 98944 2855
56698 95798 6920
147 98971 2084
47522 47523 241
58161 89759 2900
17017 17018 245
26124 26125 572
85444 85445 707
53328 53329 237
36862 36863 78
18394 68336 1397
2683 2684 363
56174 92840 3143
48864 48865 334
187 98871 8986
114 98925 5823
31146 31147 885
83 98950 2270
665 24018 3959
16930 35380 9610
92 98888 2121
11794 11795 19
170 98874 7524
19882 19883 119
139 98873 3488
52703 52704 802
42320 90451 4257
98448 98449 670
33478 33479 307
29975 29976 112
2128 60374 4296
92492 92493 104
44 98938 2396
17068 35446 1481
42533 99416 6745
32537 32538 533
53576 61917 9452
41502 41503 182
55543 55544 890
5403 5404 815
193 98837 9682
162 98908 7239
55254 55255 713
85797 85798 785
81549 81550 551
6 98901 8901
206 94171 1651
17001 17002 245
14507 83130 5005
67 98889 1548
504 505 635
14657 73770 9098
53914 59419 7632
73783 73784 204
80143 85103 6553
27656 62180 6587
5649 5650 877
68008 68009 426
81125 81126 406
12804 98771 4732
78517 78518 428
89307 89308 696
84322 88107 2799
112 98977 7244
28272 28273 888
25283 31017 1863
27070 79636 5003
29 98830 2232
60306 84371 7647
66361 95688 1426
90 98828 5439
55793 62095 6852
53232 53233 75
9797 9798 657
37765 58125 4225
29043 29044 787
73 98987 8864
88314 88315 762
87 98968 9582
1575 76494 7090
66203 94369 7454
85818 85819 30
90132 90133 187
48863 48864 60
49387 86179 3586
178 98936 9752
70323 70324 802
152 98861 2670
43375 43376 480
96 98914 4706
79274 79275 107
52109 64651 7737
65 98837 4662
105 98804 5630
81425 81426 208
88564 88565 483
89751 89752 25
59861 59862 724
3912 49343 7650
61062 74732 7190
152 98979 2230
91020 91021 63
85182 85183 353
36964 36965 338
62895 62896 131
84418 84419 698
25897 77377 4751
15430 60609 4906
134 98918 9327
18798 42151 3217
47097 47098 330
53748 99146 3141
97 98950 3497
77 98984 2806
36919 36920 622
19730 19731 179
33092 85825 8718
52067 91577 2644
50102 50103 515
95765 95766 723
45870 51710 4292
14909 14910 316
21094 24951 1021
77115 77116 731
85378 85379 579
4447 4448 10
100 98941 2129
2329 2330 56
69 98826 2475
91 98840 5038
91 98823 5532
86999 87000 833
47301 47302 638
147 98852 7106
51353 51354 793
55413 55414 668
45009 45010 892
72 98993 8400
47260 49274 8265
52 98927 3935
80431 80432 111
59467 59468 288
38520 90706 5521
50901 67289 6294
29597 29598 80
8926 64084 1820
149 98994 6459
64996 64997 412
11753 11754 730
932 3382 4481
75775 75776 47
80340 82235 2158
65498 65499 597
59959 82054 5012
75563 75564 337
14 98902 7750
72849 72850 701
75 98916 1836
3187 64189 2051
7157 7158 178
2467 2468 522
84680 84681 252
38871 38872 708
34231 34232 320
55253 55254 195
131 98983 6071
53182 95314 1862
75847 75848 305
40442 92531 7124
90716 90717 221
37 98865 6019
44588 56953 4006
43621 59565 5299
98 98849 8753
19184 99777 4609
67 98994 3454
5374 37482 6601
76813 76814 112
59839 59840 725
3096 3097 794
94691 94692 401
51158 80568 7371
28030 72053 6843
2988 81888 3445
17004 17005 329
37562 37563 155
60815 93568 3250
64083 64084 195
96217 96218 15
98922 98923 244
32869 80986 9214
29 98947 2965
91718 91719 644
27111 27112 571
17474 17475 71
39476 39477 102
56235 58824 1196
9249 9250 165
35340 35341 199
79 98896 4906
13121 82034 9892
85228 91229 9048
87 98949 1717
169 98961 7443
91232 91233 18
78522 78523 372
82 98974 1249
71699 71700 116
51 98965 6156
71649 71650 351
46950 46951 158
59950 83440 6693
86037 86038 160
43407 43408 92
91974 91975 17
66312 66313 317
4406 4407 725
47345 47346 377
63927 63928 242
15468 15469 740
94997 94998 879
16165 16166 83
40818 40819 785
56822 56823 589
97038 97039 836
105 98913 6240
3492 3493 530
80 98909 1871
152 98862 5277
70802 70803 748
19346 19347 150
55488 55489 638
144 98958 5907
33327 50049 8931
187 98850 2181
89265 89266 842
22200 22201 264
5 98815 6118
15482 15483 868
11712 11713 472
35187 35188 112
84294 84295 92
48093 48094 534
13989 13990 517
67556 67557 848
97 98835 2037
1617 29655 4157
136 98801 9765
26687 26688 253
4731 5257 7624
14177 55558 7215
108 98805 5594
76049 76050 197
1713 99496 1054
93104 93105 865
80 98910 5304
70825 70826 409
675 66665 2601
89486 89487 813
53396 78739 3514
85744 85745 673
78323 78324 224
46643 75870 7836
14631 57449 4508
79600 79601 725
21714 27203 2849
77453 77454 802
5293 5294 644
70887 70888 161
1212 1213 774
67891 67892 360
92 98941 3957
1718 34249 8505
87812 87813 213
89 98890 6047
72 98876 1505
16814 16815 190
4995 4996 365
76773 76774 307
97712 97713 361
25541 25542 213
83910 93148 2143
25759 25760 178
9992 9993 419
15552 15553 770
29168 52180 6039
37761 50986 2076
173 98975 4423
97217 97218 107
111 98907 2299
75 98961 2993
49988 49989 480
22 98808 5038
182 98871 8058
75556 75557 614
84 98977 9249
52271 88607 7703
60726 60727 695
65375 65376 455
37188 37189 227
81772 81773 230
131 98832 3711
60784 60785 491
83184 83185 53
89238 89239 448
125 98812 2036
72449 72450 381
37 98982 7785
9266 78699 4246
98166 98167 882
10565 31463 4465
44106 48697 7568
43465 43466 767
68724 68725 844
98187 98188 18
11394 54981 7241
27623 27624 294
20172 31835 5146
8463 87853 9940
17498 17499 694
86 98936 8665
4565 4566 217
94225 94226 532
59 98992 9816
89389 89390 291
38453 52266 7286
28035 65616 3476
61122 61123 195
149 98899 4041
73694 73695 370
19287 54585 4627
45838 45839 573
9137 9138 740
78018 95048 9663
64420 78737 3678
2079 68762 6955
6648 48804 6790
13821 50198 8809
83374 83375 595
90141 90142 331
34006 81596 8815
82 98837 9860
68191 68192 761
51 98846 1279
95952 95953 896
14570 14571 284
30999 31000 157
76429 76430 871
17179 58567 3672
19734 60048 2483
6701 90416 6844
90009 90010 283
5981 5982 453
170 98871 8837
4519 4520 746
89114 89115 404
39585 39586 400
71137 71138 617
13 98935 1999
55036 75486 1629
20389 20390 324
11919 90750 8121
10100 79838 6665
30223 47517 9317
26557 77718 4742
67023 67024 24
13826 13827 369
92340 92341 83
144 98937 7641
31846 31847 534
63915 63916 406
34105 62647 2229
55 98835 2438
73374 73375 337
42219 91173 6549
12853 12854 886
51111 51112 625
34337 70192 6359
126 98978 4177
199 98896 7434
90893 90894 627
34358 34359 696
29922 98607 7911
18883 18884 747
145 98802 3861
24745 24746 54
183 98910 4469
19 98857 6061
31931 36507 1521
28158 72942 7523
75909 75910 307
49 98974 4664
156 98966 6427
27619 96712 7873
45795 45796 210
53872 53873 222
78600 78876 4277
12480 75817 4661
6009 6010 281
13379 13380 628
33062 33063 201
88497 88498 233
15244 15245 846
79201 79614 9798
65613 65614 29
36522 36523 722
11 98999 3173
26463 34314 1872
46636 46637 620
148 98820 7863
54255 54256 327
61 98801 7553
14476 53940 1449
46094 54832 4993
158 98997 3177
55758 82771 1693
2754 2755 196
8030 8031 250
52274 52275 114
67439 67440 584
33730 33731 229
68504 68505 451
12639 12640 167
9484 9485 485
44235 44236 101
39111 59522 6501
76224 76225 576
35604 35605 65
4952 4953 390
10044 10045 239
84 98868 3059
31130 31131 6
21585 61044 5275
4845 19654 7572
244 245 714
16437 81658 3580
15313 15314 392
3489 7117 8264
33278 33279 1
12798 12799 493
6428 61031 1650
154 98854 3537
34299 34300 26
39376 39377 98
98721 98722 810
162 98813 3897
49978 49979 135
81866 81867 812
40861 63379 6553
23140 23141 41
67 98900 9429
49291 56469 8695
38627 38628 103
15122 15123 371
33078 33079 288
43999 44000 474
52324 52512 7953
2673 2674 840
22873 22874 543
94458 94459 882
177 98857 5691
48988 48989 32
17484 17485 346
49356 84122 8420
57337 57338 411
59 98893 1815
23229 23230 572
7331 7332 476
54177 54178 169
87548 87549 392
87465 87466 851
51236 65498 8678
38638 58561 5534
64396 64397 607
14217 65278 9659
62821 95797 9007
211 212 741
56081 56082 542
29384 29385 841
49871 49872 658
87919 87920 551
148 98933 6783
45889 45890 645
93790 93791 117
63029 63030 755
27613 27614 815
44120 85505 6582
4233 48318 1798
98115 98116 129
35579 35580 804
